Planet Id,Region Id,Constellation Id,System Id,Planet Name,Planet Type Id
40174364,10000033,20000402,30002747,Kakki IV,1
40174366,10000033,20000402,30002747,Kakki V,4
40174387,10000033,20000402,30002747,Kakki VI,4
40174410,10000033,20000402,30002747,Kakki VII,4
40174421,10000033,20000402,30002747,Kakki VIII,2
40174426,10000033,20000402,30002748,Jeras I,5
40174427,10000033,20000402,30002748,Jeras II,3
40174429,10000033,20000402,30002748,Jeras III,7
40174432,10000033,20000402,30002748,Jeras IV,2
40174434,10000033,20000402,30002748,Jeras V,2
40174438,10000033,20000402,30002748,Jeras VI,7
40174444,10000033,20000402,30002748,Jeras VII,4
40174476,10000033,20000403,30002749,Kausaaja I,2
40174478,10000033,20000403,30002749,Kausaaja II,5
40174480,10000033,20000403,30002749,Kausaaja III,2
40174481,10000033,20000403,30002749,Kausaaja IV,1
40174484,10000033,20000403,30002749,Kausaaja V,7
40174487,10000033,20000403,30002749,Kausaaja VI,7
40174491,10000033,20000403,30002749,Kausaaja VII,4
40174495,10000033,20000403,30002749,Kausaaja VIII,4
40174510,10000033,20000403,30002749,Kausaaja IX,4
40174529,10000033,20000403,30002749,Kausaaja X,4
40174562,10000033,20000403,30002749,Kausaaja XI,6
40174569,10000033,20000403,30002750,Oiniken I,2
40174571,10000033,20000403,30002750,Oiniken II,2
40174573,10000033,20000403,30002750,Oiniken III,5
40174575,10000033,20000403,30002750,Oiniken IV,1
40174578,10000033,20000403,30002750,Oiniken V,1
40174580,10000033,20000403,30002750,Oiniken VI,4
40174593,10000033,20000403,30002750,Oiniken VII,4
40174620,10000033,20000403,30002750,Oiniken VIII,4
40174639,10000033,20000403,30002750,Oiniken IX,4
40174644,10000033,20000403,30002750,Oiniken X,6
40174677,10000033,20000403,30002750,Oiniken XI,4
40174713,10000033,20000403,30002751,Kaimon I,1
40174715,10000033,20000403,30002751,Kaimon II,1
40174730,10000033,20000403,30002751,Kaimon III,6
40174762,10000033,20000403,30002751,Kaimon IV,2
40174765,10000033,20000403,30002751,Kaimon V,7
40174769,10000033,20000403,30002752,Ahynada I,2
40174770,10000033,20000403,30002752,Ahynada II,5
40174773,10000033,20000403,30002752,Ahynada III,5
40174777,10000033,20000403,30002752,Ahynada IV,2
40174780,10000033,20000403,30002752,Ahynada V,2
40174781,10000033,20000403,30002752,Ahynada VI,1
40174784,10000033,20000403,30002752,Ahynada VII,5
40174787,10000033,20000403,30002752,Ahynada VIII,1
40174792,10000033,20000403,30002753,Aikoro I,2
40174793,10000033,20000403,30002753,Aikoro II,5
40174794,10000033,20000403,30002753,Aikoro III,2
40174796,10000033,20000403,30002753,Aikoro IV,7
40174798,10000033,20000403,30002753,Aikoro V,1
40174800,10000033,20000403,30002753,Aikoro VI,4
40174810,10000033,20000403,30002753,Aikoro VII,7
40174816,10000033,20000403,30002753,Aikoro VIII,2
40174819,10000033,20000403,30002754,Alikara I,5
40174820,10000033,20000403,30002754,Alikara II,2
40174822,10000033,20000403,30002754,Alikara III,2
40174824,10000033,20000403,30002754,Alikara IV,1
40174826,10000033,20000403,30002754,Alikara V,2
40174829,10000033,20000403,30002754,Alikara VI,4
40174849,10000033,20000403,30002754,Alikara VII,4
40174858,10000033,20000403,30002754,Alikara VIII,7
40174862,10000033,20000403,30002754,Alikara IX,4
40174891,10000033,20000403,30002754,Alikara X,4
40174905,10000033,20000404,30002755,Usi I,5
40174907,10000033,20000404,30002755,Usi II,2
40174909,10000033,20000404,30002755,Usi III,1
40174912,10000033,20000404,30002755,Usi IV,4
40174932,10000033,20000404,30002755,Usi V,4
40174953,10000033,20000404,30002755,Usi VI,4
40174986,10000033,20000404,30002755,Usi VII,5
40174988,10000033,20000404,30002755,Usi VIII,2
40174993,10000033,20000404,30002756,Ishomilken I,5
40174994,10000033,20000404,30002756,Ishomilken II,2
40174996,10000033,20000404,30002756,Ishomilken III,2
40174998,10000033,20000404,30002756,Ishomilken IV,5
40174999,10000033,20000404,30002756,Ishomilken V,2
40175001,10000033,20000404,30002756,Ishomilken VI,2
40175004,10000033,20000404,30002756,Ishomilken VII,1
40175008,10000033,20000404,30002756,Ishomilken VIII,1
40175012,10000033,20000404,30002756,Ishomilken IX,4
40175033,10000033,20000404,30002756,Ishomilken X,6
40175056,10000033,20000404,30002757,Nikkishina I,2
40175058,10000033,20000404,30002757,Nikkishina II,3
40175061,10000033,20000404,30002757,Nikkishina III,2
40175063,10000033,20000404,30002757,Nikkishina IV,1
40175066,10000033,20000404,30002757,Nikkishina V,3
40175070,10000033,20000404,30002757,Nikkishina VI,2
40175072,10000033,20000404,30002757,Nikkishina VII,5
40175075,10000033,20000404,30002757,Nikkishina VIII,2
40175078,10000033,20000404,30002757,Nikkishina IX,4
40175089,10000033,20000404,30002757,Nikkishina X,4
40175116,10000033,20000404,30002758,Hasama I,2
40175117,10000033,20000404,30002758,Hasama II,8
40175119,10000033,20000404,30002758,Hasama III,5
40175121,10000033,20000404,30002758,Hasama IV,7
40175124,10000033,20000404,30002758,Hasama V,4
40175141,10000033,20000404,30002758,Hasama VI,4
40175145,10000033,20000404,30002758,Hasama VII,4
40175153,10000033,20000404,30002759,Uuna I,2
40175155,10000033,20000404,30002759,Uuna II,2
40175157,10000033,20000404,30002759,Uuna III,7
40175159,10000033,20000404,30002759,Uuna IV,4
40175178,10000033,20000404,30002759,Uuna V,4
40175198,10000033,20000404,30002759,Uuna VI,4
40175229,10000033,20000404,30002760,Manjonakko I,5
40175230,10000033,20000404,30002760,Manjonakko II,2
40175231,10000033,20000404,30002760,Manjonakko III,2
40175234,10000033,20000404,30002760,Manjonakko IV,3
40175236,10000033,20000404,30002760,Manjonakko V,4
40175260,10000033,20000404,30002760,Manjonakko VI,4
40175267,10000033,20000405,30002761,Kassigainen I,2
40175268,10000033,20000405,30002761,Kassigainen II,7
40175270,10000033,20000405,30002761,Kassigainen III,2
40175272,10000033,20000405,30002761,Kassigainen IV,6
40175295,10000033,20000405,30002761,Kassigainen V,4
40175317,10000033,20000405,30002762,Yashunen I,2
40175318,10000033,20000405,30002762,Yashunen II,5
40175320,10000033,20000405,30002762,Yashunen III,1
40175323,10000033,20000405,30002762,Yashunen IV,2
40175327,10000033,20000405,30002762,Yashunen V,7
40175330,10000033,20000405,30002762,Yashunen VI,7
40175333,10000033,20000405,30002762,Yashunen VII,4
40175340,10000033,20000405,30002762,Yashunen VIII,2
40175341,10000033,20000405,30002762,Yashunen IX,2
40175344,10000033,20000405,30002763,Tennen I,5
40175346,10000033,20000405,30002763,Tennen II,2
40175348,10000033,20000405,30002763,Tennen III,2
40175350,10000033,20000405,30002763,Tennen IV,7
40175352,10000033,20000405,30002763,Tennen V,2
40175354,10000033,20000405,30002763,Tennen VI,1
40175365,10000033,20000405,30002763,Tennen VII,4
40175375,10000033,20000405,30002763,Tennen VIII,4
40175400,10000033,20000405,30002764,Hatakani I,2
40175402,10000033,20000405,30002764,Hatakani II,2
40175403,10000033,20000405,30002764,Hatakani III,2
40175406,10000033,20000405,30002764,Hatakani IV,1
40175409,10000033,20000405,30002764,Hatakani V,1
40175411,10000033,20000405,30002764,Hatakani VI,4
40175430,10000033,20000405,30002764,Hatakani VII,4
40175456,10000033,20000405,30002764,Hatakani VIII,6
40175484,10000033,20000405,30002765,Sivala I,2
40175486,10000033,20000405,30002765,Sivala II,2
40175489,10000033,20000405,30002765,Sivala III,2
40175492,10000033,20000405,30002765,Sivala IV,2
40175495,10000033,20000405,30002765,Sivala V,3
40175496,10000033,20000405,30002765,Sivala VI,7
40175499,10000033,20000405,30002765,Sivala VII,4
40175502,10000033,20000405,30002765,Sivala VIII,2
40175505,10000033,20000405,30002765,Sivala IX,2
40175508,10000033,20000405,30002765,Sivala X,7
40175512,10000033,20000405,30002765,Sivala XI,4
40175521,10000033,20000405,30002766,Iivinen I,2
40175523,10000033,20000405,30002766,Iivinen II,2
40175525,10000033,20000405,30002766,Iivinen III,2
40175527,10000033,20000405,30002766,Iivinen IV,4
40175543,10000033,20000405,30002766,Iivinen V,7
40175545,10000033,20000405,30002766,Iivinen VI,4
40175562,10000033,20000405,30002766,Iivinen VII,4
40175584,10000033,20000405,30002766,Iivinen VIII,4
40175602,10000033,20000405,30002766,Iivinen IX,4
40175625,10000033,20000405,30002766,Iivinen X,4
40175657,10000033,20000406,30002767,Kubinen I,2
40175658,10000033,20000406,30002767,Kubinen II,5
40175660,10000033,20000406,30002767,Kubinen III,1
40175663,10000033,20000406,30002767,Kubinen IV,2
40175665,10000033,20000406,30002767,Kubinen V,7
40175669,10000033,20000406,30002767,Kubinen VI,4
40175677,10000033,20000406,30002767,Kubinen VII,4
40175683,10000033,20000406,30002767,Kubinen VIII,2
40175686,10000033,20000406,30002767,Kubinen IX,4
40175693,10000033,20000406,30002767,Kubinen X,6
40175702,10000033,20000406,30002768,Uedama I,5
40175704,10000033,20000406,30002768,Uedama II,1
40175706,10000033,20000406,30002768,Uedama III,1
40175708,10000033,20000406,30002768,Uedama IV,2
40175710,10000033,20000406,30002768,Uedama V,2
40175712,10000033,20000406,30002768,Uedama VI,4
40175730,10000033,20000406,30002768,Uedama VII,1
40175732,10000033,20000406,30002768,Uedama VIII,2
40175737,10000033,20000406,30002768,Uedama IX,4
40175744,10000033,20000406,30002768,Uedama X,7
40175748,10000033,20000406,30002769,Enderailen I,5
40175750,10000033,20000406,30002769,Enderailen II,7
40175752,10000033,20000406,30002769,Enderailen III,4
40175755,10000033,20000406,30002769,Enderailen IV,4
40175762,10000033,20000406,30002769,Enderailen V,4
40175766,10000033,20000406,30002769,Enderailen VI,4
40175785,10000033,20000406,30002769,Enderailen VII,4
40175817,10000033,20000406,30002769,Enderailen VIII,6
40175850,10000033,20000406,30002769,Enderailen IX,7
40175855,10000033,20000406,30002770,Tunudan I,5
40175856,10000033,20000406,30002770,Tunudan II,2
40175857,10000033,20000406,30002770,Tunudan III,2
40175858,10000033,20000406,30002770,Tunudan IV,5
40175859,10000033,20000406,30002770,Tunudan V,1
40175861,10000033,20000406,30002770,Tunudan VI,7
40175869,10000033,20000406,30002770,Tunudan VII,4
40175877,10000033,20000406,30002770,Tunudan VIII,4
40175901,10000033,20000406,30002770,Tunudan IX,4
40175929,10000033,20000406,30002770,Tunudan X,3
40175930,10000033,20000406,30002770,Tunudan XI,3
40175933,10000033,20000406,30002771,Kulelen I,5
40175934,10000033,20000406,30002771,Kulelen II,8
40175936,10000033,20000406,30002771,Kulelen III,8
40175938,10000033,20000406,30002771,Kulelen IV,5
40175941,10000033,20000406,30002771,Kulelen V,4
40175963,10000033,20000406,30002771,Kulelen VI,4
40175982,10000033,20000406,30002771,Kulelen VII,2
40175985,10000033,20000406,30002772,Rairomon I,8
40175986,10000033,20000406,30002772,Rairomon II,8
40175987,10000033,20000406,30002772,Rairomon III,5
40175989,10000033,20000406,30002772,Rairomon IV,1
40175992,10000033,20000406,30002772,Rairomon V,2
40175995,10000033,20000406,30002772,Rairomon VI,1
40175999,10000033,20000406,30002772,Rairomon VII,7
40176002,10000033,20000406,30002772,Rairomon VIII,7
40176010,10000033,20000406,30002772,Rairomon IX,2
40176014,10000033,20000406,30002772,Rairomon X,2
40176017,10000033,20000406,30002772,Rairomon XI,3
40176023,10000033,20000406,30002773,Hogimo I,2
40176025,10000033,20000406,30002773,Hogimo II,2
40176027,10000033,20000406,30002773,Hogimo III,2
40176030,10000033,20000406,30002773,Hogimo IV,4
40176036,10000033,20000406,30002773,Hogimo V,4
40176055,10000033,20000406,30002773,Hogimo VI,4
40176076,10000033,20000406,30002773,Hogimo VII,7
40176082,10000033,20000406,30002774,Huttaken I,5
40176084,10000033,20000406,30002774,Huttaken II,3
40176085,10000033,20000406,30002774,Huttaken III,3
40176088,10000033,20000406,30002774,Huttaken IV,1
40176091,10000033,20000406,30002774,Huttaken V,2
40176095,10000033,20000406,30002774,Huttaken VI,1
40176098,10000033,20000406,30002774,Huttaken VII,1
40176102,10000033,20000407,30002775,Paara I,5
40176103,10000033,20000407,30002775,Paara II,2
40176104,10000033,20000407,30002775,Paara III,8
40176107,10000033,20000407,30002775,Paara IV,1
40176109,10000033,20000407,30002775,Paara V,2
40176110,10000033,20000407,30002775,Paara VI,1
40176114,10000033,20000407,30002775,Paara VII,4
40176121,10000033,20000407,30002776,Annaro I,2
40176122,10000033,20000407,30002776,Annaro II,2
40176123,10000033,20000407,30002776,Annaro III,2
40176125,10000033,20000407,30002776,Annaro IV,1
40176127,10000033,20000407,30002776,Annaro V,1
40176131,10000033,20000407,30002776,Annaro VI,5
40176134,10000033,20000407,30002776,Annaro VII,4
40176140,10000033,20000407,30002776,Annaro VIII,1
40176145,10000033,20000407,30002776,Annaro IX,4
40176149,10000033,20000407,30002776,Annaro X,8
40176154,10000033,20000407,30002777,Isutaka I,5
40176155,10000033,20000407,30002777,Isutaka II,2
40176156,10000033,20000407,30002777,Isutaka III,1
40176158,10000033,20000407,30002777,Isutaka IV,4
40176163,10000033,20000407,30002777,Isutaka V,1
40176167,10000033,20000407,30002778,Tasabeshi I,2
40176169,10000033,20000407,30002778,Tasabeshi II,5
40176171,10000033,20000407,30002778,Tasabeshi III,7
40176174,10000033,20000407,30002778,Tasabeshi IV,4
40176198,10000033,20000407,30002778,Tasabeshi V,4
40176219,10000033,20000407,30002778,Tasabeshi VI,4
40176236,10000033,20000407,30002778,Tasabeshi VII,4
40176243,10000033,20000407,30002778,Tasabeshi VIII,6
40176271,10000033,20000407,30002779,Ono I,8
40176272,10000033,20000407,30002779,Ono II,2
40176274,10000033,20000407,30002779,Ono III,8
40176277,10000033,20000407,30002779,Ono IV,4
40176287,10000033,20000407,30002779,Ono V,4
40176311,10000033,20000407,30002779,Ono VI,4
40176334,10000033,20000407,30002779,Ono VII,6
40176368,10000033,20000407,30002780,Muvolailen I,2
40176369,10000033,20000407,30002780,Muvolailen II,2
40176370,10000033,20000407,30002780,Muvolailen III,2
40176372,10000033,20000407,30002780,Muvolailen IV,2
40176375,10000033,20000407,30002780,Muvolailen V,2
40176378,10000033,20000407,30002780,Muvolailen VI,2
40176381,10000033,20000407,30002780,Muvolailen VII,3
40176382,10000033,20000407,30002780,Muvolailen VIII,1
40176385,10000033,20000407,30002780,Muvolailen IX,4
40176401,10000033,20000407,30002780,Muvolailen X,4
40176424,10000033,20000407,30002780,Muvolailen XI,2
40176431,10000033,20000408,30002781,Halaima I,2
40176433,10000033,20000408,30002781,Halaima II,2
40176434,10000033,20000408,30002781,Halaima III,2
40176436,10000033,20000408,30002781,Halaima IV,7
40176438,10000033,20000408,30002781,Halaima V,7
40176440,10000033,20000408,30002781,Halaima VI,2
40176442,10000033,20000408,30002781,Halaima VII,4
40176461,10000033,20000408,30002781,Halaima VIII,4
40176480,10000033,20000408,30002781,Halaima IX,2
40176485,10000033,20000408,30002782,Kamio I,5
40176486,10000033,20000408,30002782,Kamio II,2
40176488,10000033,20000408,30002782,Kamio III,7
40176491,10000033,20000408,30002782,Kamio IV,7
40176497,10000033,20000408,30002782,Kamio V,2
40176499,10000033,20000408,30002782,Kamio VI,4
40176519,10000033,20000408,30002782,Kamio VII,4
40176545,10000033,20000408,30002782,Kamio VIII,4
40176551,10000033,20000408,30002782,Kamio IX,6
40176561,10000033,20000408,30002783,Sankkasen I,5
40176564,10000033,20000408,30002783,Sankkasen II,5
40176565,10000033,20000408,30002783,Sankkasen III,2
40176566,10000033,20000408,30002783,Sankkasen IV,2
40176568,10000033,20000408,30002783,Sankkasen V,1
40176571,10000033,20000408,30002783,Sankkasen VI,2
40176573,10000033,20000408,30002783,Sankkasen VII,4
40176591,10000033,20000408,30002783,Sankkasen VIII,1
40176594,10000033,20000408,30002783,Sankkasen IX,4
40176626,10000033,20000408,30002783,Sankkasen X,2
40176630,10000033,20000408,30002784,Tintoh I,2
40176632,10000033,20000408,30002784,Tintoh II,7
40176634,10000033,20000408,30002784,Tintoh III,3
40176637,10000033,20000408,30002784,Tintoh IV,1
40176640,10000033,20000408,30002784,Tintoh V,4
40176646,10000033,20000408,30002784,Tintoh VI,4
40176653,10000033,20000408,30002784,Tintoh VII,4
40176674,10000033,20000408,30002784,Tintoh VIII,3
40176677,10000033,20000408,30002784,Tintoh IX,6
40176686,10000033,20000408,30002785,Santola I,2
40176688,10000033,20000408,30002785,Santola II,5
40176690,10000033,20000408,30002785,Santola III,2
40176692,10000033,20000408,30002785,Santola IV,1
40176695,10000033,20000408,30002785,Santola V,1
40176697,10000033,20000408,30002785,Santola VI,4
40176701,10000033,20000408,30002785,Santola VII,4
40176721,10000033,20000408,30002785,Santola VIII,4
40176745,10000033,20000408,30002785,Santola IX,2
40176751,10000033,20000408,30002786,Ikao I,2
40176753,10000033,20000408,30002786,Ikao II,2
40176755,10000033,20000408,30002786,Ikao III,5
40176757,10000033,20000408,30002786,Ikao IV,1
40176759,10000033,20000408,30002786,Ikao V,3
40176762,10000033,20000408,30002786,Ikao VI,1
40176765,10000033,20000408,30002786,Ikao VII,4
40176785,10000033,20000408,30002786,Ikao VIII,4
40176808,10000033,20000408,30002786,Ikao IX,2
40176812,10000033,20000408,30002787,Waira I,2
40176813,10000033,20000408,30002787,Waira II,5
40176815,10000033,20000408,30002787,Waira III,2
40176817,10000033,20000408,30002787,Waira IV,1
40176819,10000033,20000408,30002787,Waira V,7
40176823,10000033,20000408,30002787,Waira VI,4
40176829,10000033,20000408,30002787,Waira VII,2
40176832,10000033,20000408,30002787,Waira VIII,4
40176850,10000033,20000408,30002787,Waira IX,6
40176864,10000033,20000408,30002787,Waira X,6
40176873,10000033,20000409,30002788,Inaro I,2
40176875,10000033,20000409,30002788,Inaro II,2
40176876,10000033,20000409,30002788,Inaro III,5
40176877,10000033,20000409,30002788,Inaro IV,2
40176880,10000033,20000409,30002788,Inaro V,1
40176882,10000033,20000409,30002788,Inaro VI,2
40176883,10000033,20000409,30002788,Inaro VII,4
40176889,10000033,20000409,30002788,Inaro VIII,1
40176893,10000033,20000409,30002788,Inaro IX,4
40176915,10000033,20000409,30002788,Inaro X,4
40176940,10000033,20000409,30002788,Inaro XI,4
40176948,10000033,20000409,30002789,Kaaputenen I,5
40176950,10000033,20000409,30002789,Kaaputenen II,2
40176953,10000033,20000409,30002789,Kaaputenen III,4
40176972,10000033,20000409,30002789,Kaaputenen IV,4
40177003,10000033,20000409,30002789,Kaaputenen V,4
40177036,10000033,20000409,30002789,Kaaputenen VI,7
40177038,10000033,20000409,30002789,Kaaputenen VII,6
40177044,10000033,20000409,30002790,Waskisen I,2
40177047,10000033,20000409,30002790,Waskisen II,2
40177049,10000033,20000409,30002790,Waskisen III,5
40177051,10000033,20000409,30002790,Waskisen IV,1
40177054,10000033,20000409,30002790,Waskisen V,7
40177057,10000033,20000409,30002790,Waskisen VI,2
40177060,10000033,20000409,30002790,Waskisen VII,4
40177083,10000033,20000409,30002790,Waskisen VIII,4
40177089,10000033,20000409,30002790,Waskisen IX,4
40177116,10000033,20000409,30002791,Sirppala I,2
40177118,10000033,20000409,30002791,Sirppala II,1
40177137,10000033,20000409,30002791,Sirppala III,4
40177160,10000033,20000409,30002791,Sirppala IV,4
40177183,10000033,20000409,30002791,Sirppala V,6
40177188,10000033,20000409,30002792,Irjunen I,8
40177189,10000033,20000409,30002792,Irjunen II,2
40177191,10000033,20000409,30002792,Irjunen III,2
40177194,10000033,20000409,30002792,Irjunen IV,7
40177197,10000033,20000409,30002792,Irjunen V,2
40177200,10000033,20000409,30002792,Irjunen VI,2
40177204,10000033,20000409,30002792,Irjunen VII,1
40177209,10000033,20000409,30002793,Inari I,2
40177211,10000033,20000409,30002793,Inari II,8
40177212,10000033,20000409,30002793,Inari III,2
40177214,10000033,20000409,30002793,Inari IV,2
40177216,10000033,20000409,30002793,Inari V,4
40177219,10000033,20000409,30002793,Inari VI,2
40177222,10000033,20000409,30002793,Inari VII,4
40177247,10000033,20000409,30002793,Inari VIII,7
40177249,10000033,20000409,30002793,Inari IX,4
40177269,10000033,20000409,30002793,Inari X,2
40177273,10000033,20000409,30002793,Inari XI,2
40177276,10000033,20000410,30002794,Yria I,4
40177281,10000033,20000410,30002794,Yria II,4
40177296,10000033,20000410,30002794,Yria III,4
40177313,10000033,20000410,30002794,Yria IV,6
40177344,10000033,20000410,30002794,Yria V,2
40177346,10000033,20000410,30002794,Yria VI,5
40177349,10000033,20000410,30002795,Oshaima I,2
40177350,10000033,20000410,30002795,Oshaima II,2
40177351,10000033,20000410,30002795,Oshaima III,2
40177353,10000033,20000410,30002795,Oshaima IV,8
40177354,10000033,20000410,30002795,Oshaima V,5
40177356,10000033,20000410,30002795,Oshaima VI,2
40177357,10000033,20000410,30002795,Oshaima VII,1
40177360,10000033,20000410,30002795,Oshaima VIII,1
40177363,10000033,20000410,30002795,Oshaima IX,8
40177367,10000033,20000410,30002795,Oshaima X,4
40177374,10000033,20000410,30002795,Oshaima XI,1
40177380,10000033,20000410,30002796,Hysera I,7
40177384,10000033,20000410,30002796,Hysera II,4
40177399,10000033,20000410,30002796,Hysera III,4
40177417,10000033,20000410,30002796,Hysera IV,4
40177440,10000033,20000410,30002796,Hysera V,6
40177472,10000033,20000410,30002796,Hysera VI,3
40177474,10000033,20000410,30002796,Hysera VII,7
40177477,10000033,20000410,30002796,Hysera VIII,2
40177479,10000033,20000410,30002796,Hysera IX,2
40177484,10000033,20000410,30002797,Kaunokka I,2
40177485,10000033,20000410,30002797,Kaunokka II,1
40177488,10000033,20000410,30002797,Kaunokka III,3
40177491,10000033,20000410,30002797,Kaunokka IV,7
40177493,10000033,20000410,30002797,Kaunokka V,2
40177494,10000033,20000410,30002797,Kaunokka VI,7
40177498,10000033,20000410,30002797,Kaunokka VII,2
40177501,10000033,20000410,30002798,Venilen I,2
40177503,10000033,20000410,30002798,Venilen II,2
40177504,10000033,20000410,30002798,Venilen III,8
40177506,10000033,20000410,30002798,Venilen IV,7
40177508,10000033,20000410,30002798,Venilen V,1
40177510,10000033,20000410,30002798,Venilen VI,7
40177513,10000033,20000410,30002798,Venilen VII,4
40177520,10000033,20000410,30002798,Venilen VIII,4
40177532,10000033,20000410,30002798,Venilen IX,4
40177551,10000033,20000410,30002798,Venilen X,2
40177554,10000033,20000410,30002798,Venilen XI,4
40177577,10000033,20000410,30002798,Venilen XII,2
40177582,10000033,20000410,30002799,Oisio I,2
40177583,10000033,20000410,30002799,Oisio II,2
40177585,10000033,20000410,30002799,Oisio III,2
40177588,10000033,20000410,30002799,Oisio IV,4
40177594,10000033,20000410,30002799,Oisio V,4
40177607,10000033,20000410,30002799,Oisio VI,3
40177611,10000033,20000411,30002800,Haatomo I,2
40177613,10000033,20000411,30002800,Haatomo II,2
40177615,10000033,20000411,30002800,Haatomo III,7
40177617,10000033,20000411,30002800,Haatomo IV,2
40177619,10000033,20000411,30002800,Haatomo V,4
40177623,10000033,20000411,30002800,Haatomo VI,4
40177646,10000033,20000411,30002800,Haatomo VII,7
40177655,10000033,20000411,30002800,Haatomo VIII,3
40177659,10000033,20000411,30002801,Suroken I,2
40177661,10000033,20000411,30002801,Suroken II,2
40177663,10000033,20000411,30002801,Suroken III,2
40177665,10000033,20000411,30002801,Suroken IV,2
40177667,10000033,20000411,30002801,Suroken V,1
40177671,10000033,20000411,30002801,Suroken VI,1
40177673,10000033,20000411,30002801,Suroken VII,4
40177684,10000033,20000411,30002801,Suroken VIII,4
40177704,10000033,20000411,30002801,Suroken IX,4
40177728,10000033,20000411,30002801,Suroken X,6
40177732,10000033,20000411,30002801,Suroken XI,2
40177738,10000033,20000411,30002802,Kusomonmon I,2
40177739,10000033,20000411,30002802,Kusomonmon II,4
40177754,10000033,20000411,30002802,Kusomonmon III,1
40177756,10000033,20000411,30002802,Kusomonmon IV,4
40177770,10000033,20000411,30002802,Kusomonmon V,4
40177799,10000033,20000411,30002802,Kusomonmon VI,6
40177839,10000033,20000411,30002802,Kusomonmon VII,6
40177850,10000033,20000411,30002803,Juunigaishi I,2
40177852,10000033,20000411,30002803,Juunigaishi II,5
40177853,10000033,20000411,30002803,Juunigaishi III,1
40177855,10000033,20000411,30002803,Juunigaishi IV,5
40177856,10000033,20000411,30002803,Juunigaishi V,7
40177859,10000033,20000411,30002803,Juunigaishi VI,7
40177862,10000033,20000411,30002803,Juunigaishi VII,7
40177865,10000033,20000411,30002803,Juunigaishi VIII,7
40177867,10000033,20000411,30002803,Juunigaishi IX,2
40177871,10000033,20000411,30002803,Juunigaishi X,4
40177878,10000033,20000411,30002803,Juunigaishi XI,7
40177883,10000033,20000411,30002803,Juunigaishi XII,4
40177907,10000033,20000411,30002803,Juunigaishi XIII,4
40177913,10000033,20000411,30002803,Juunigaishi XIV,2
40177915,10000033,20000411,30002804,Isikesu I,4
40177920,10000033,20000411,30002804,Isikesu II,2
40177921,10000033,20000411,30002804,Isikesu III,2
40177922,10000033,20000411,30002804,Isikesu IV,4
40177941,10000033,20000411,30002804,Isikesu V,2
40177947,10000033,20000411,30002805,Anttiri I,7
40177949,10000033,20000411,30002805,Anttiri II,2
40177952,10000033,20000411,30002805,Anttiri III,8
40177954,10000033,20000411,30002805,Anttiri IV,3
40177957,10000033,20000411,30002805,Anttiri V,4
40177983,10000033,20000411,30002805,Anttiri VI,2
40177987,10000033,20000412,30002806,Hasmijaala I,5
40177988,10000033,20000412,30002806,Hasmijaala II,2
40177989,10000033,20000412,30002806,Hasmijaala III,2
40177991,10000033,20000412,30002806,Hasmijaala IV,2
40177993,10000033,20000412,30002806,Hasmijaala V,2
40177996,10000033,20000412,30002806,Hasmijaala VI,3
40177997,10000033,20000412,30002806,Hasmijaala VII,2
40178000,10000033,20000412,30002806,Hasmijaala VIII,4
40178009,10000033,20000412,30002806,Hasmijaala IX,4
40178034,10000033,20000412,30002806,Hasmijaala X,4
40178053,10000033,20000412,30002806,Hasmijaala XI,6
40178071,10000033,20000412,30002807,Nagamanen I,5
40178072,10000033,20000412,30002807,Nagamanen II,2
40178074,10000033,20000412,30002807,Nagamanen III,2
40178075,10000033,20000412,30002807,Nagamanen IV,2
40178077,10000033,20000412,30002807,Nagamanen V,2
40178079,10000033,20000412,30002807,Nagamanen VI,5
40178083,10000033,20000412,30002807,Nagamanen VII,4
40178102,10000033,20000412,30002807,Nagamanen VIII,4
40178131,10000033,20000412,30002807,Nagamanen IX,2
40178132,10000033,20000412,30002807,Nagamanen X,3
40178135,10000033,20000412,30002807,Nagamanen XI,6
40178138,10000033,20000412,30002807,Nagamanen XII,2
40178142,10000033,20000412,30002808,Oto I,5
40178143,10000033,20000412,30002808,Oto II,5
40178144,10000033,20000412,30002808,Oto III,7
40178146,10000033,20000412,30002808,Oto IV,1
40178149,10000033,20000412,30002808,Oto V,1
40178152,10000033,20000412,30002808,Oto VI,2
40178155,10000033,20000412,30002808,Oto VII,2
40178159,10000033,20000412,30002808,Oto VIII,4
40178183,10000033,20000412,30002808,Oto IX,2
40178186,10000033,20000412,30002808,Oto X,5
40178192,10000033,20000412,30002809,Sujarento I,5
40178194,10000033,20000412,30002809,Sujarento II,8
40178196,10000033,20000412,30002809,Sujarento III,7
40178199,10000033,20000412,30002809,Sujarento IV,1
40178201,10000033,20000412,30002809,Sujarento V,2
40178205,10000033,20000412,30002809,Sujarento VI,4
40178224,10000033,20000412,30002809,Sujarento VII,4
40178255,10000033,20000412,30002809,Sujarento VIII,4
40178260,10000033,20000412,30002809,Sujarento IX,3
40178264,10000033,20000412,30002810,Eranakko I,7
40178266,10000033,20000412,30002810,Eranakko II,4
40178292,10000033,20000412,30002810,Eranakko III,4
40178304,10000033,20000412,30002810,Eranakko IV,2
40178306,10000033,20000412,30002810,Eranakko V,2
40178311,10000033,20000412,30002811,Onatoh I,2
40178313,10000033,20000412,30002811,Onatoh II,5
40178315,10000033,20000412,30002811,Onatoh III,2
